empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ABEO|0|NASDAQ|2020|4|3|19|33|688156|2.27|2.08|2.12|2.15|||
ABEO|1|NASDAQ|2020|4|2|15|30|1390200|2.17|1.97|2.11|2.05|||
ABEO|2|NASDAQ|2020|4|1|15|30|2772800|2.35|1.9|1.99|2.0|||
ABEO|3|NASDAQ|2020|3|31|15|30|856100|2.17|1.95|2.1|2.03|||
ABEO|4|NASDAQ|2020|3|30|15|30|820700|2.1|1.93|2.04|2.1|||
ABEO|5|NASDAQ|2020|3|27|14|30|859400|2.2|1.94|2.06|2.06|0.0||
ABEO|6|NASDAQ|2020|3|26|14|30|1402300|2.42|2.0|2.1|2.17|0.0||
ABEO|7|NASDAQ|2020|3|25|14|30|1714100|2.35|2.01|2.17|2.11|0.0||
ABEO|8|NASDAQ|2020|3|24|14|30|925200|2.14|2.0|2.07|2.07|0.0||
ABEO|9|NASDAQ|2020|3|23|14|30|1203900|2.15|1.83|1.95|2.13|0.0||
ABEO|10|NASDAQ|2020|3|20|14|30|4971700|2.23|1.82|2.13|1.86|0.0||
ABEO|11|NASDAQ|2020|3|19|14|30|1162100|1.98|1.71|1.78|1.71|1.0||
ABEO|12|NASDAQ|2020|3|18|14|30|1478400|1.98|1.65|1.7|1.98|1.0||
ABEO|13|NASDAQ|2020|3|17|14|30|3306900|2.2|1.35|2.04|1.6|0.0||
ABEO|14|NASDAQ|2020|3|16|14|30|1337800|1.62|1.39|1.45|1.59|1.0||
ABEO|15|NASDAQ|2020|3|13|14|30|1526400|1.86|1.63|1.74|1.84|0.0||
ABEO|16|NASDAQ|2020|3|12|14|30|2018700|1.99|1.67|1.73|1.98|0.0||
ABEO|17|NASDAQ|2020|3|11|14|30|1205700|2.39|2.12|2.19|2.35|0.0||
ABEO|18|NASDAQ|2020|3|10|14|30|1344200|2.61|2.3|2.36|2.47|0.0||
ABEO|19|NASDAQ|2020|3|9|14|30|1507100|2.56|2.23|2.36|2.5|0.0||
ABEO|20|NASDAQ|2020|3|6|15|30|1940400|2.9|2.66|2.72|2.88|0.0||
ABEO|21|NASDAQ|2020|3|5|15|30|1130000|3.29|2.98|2.99|3.2|0.0||
ABEO|22|NASDAQ|2020|3|4|15|30|1100600|3.3|3.05|3.29|3.28|0.0||
ABEO|23|NASDAQ|2020|3|3|15|30|1190300|3.51|3.06|3.14|3.36|0.0||
ABEO|24|NASDAQ|2020|3|2|15|30|2677800|3.4|2.9|3.36|3.08|0.0||
ABEO|25|NASDAQ|2020|2|28|15|30|2337100|3.42|3.05|3.08|3.21|0.0||
ABEO|26|NASDAQ|2020|2|27|15|30|2488900|3.64|3.25|3.31|3.52|0.0||
ABEO|27|NASDAQ|2020|2|26|15|30|1609300|4.04|3.56|3.69|3.92|0.0||
ABEO|28|NASDAQ|2020|2|25|15|30|1773700|4.07|3.7|3.89|3.94|0.0||
ABEO|29|NASDAQ|2020|2|24|15|30|1349300|3.99|3.62|3.91|3.77|0.0||
ABEO|30|NASDAQ|2020|2|21|15|30|1906500|4.34|3.92|4.05|4.03|0.0||
ABEO|31|NASDAQ|2020|2|20|15|30|2312000|4.12|3.71|4.02|4.03|0.0||
ABEO|32|NASDAQ|2020|2|19|15|30|4369800|4.18|3.5|4.08|3.58|0.0||
ABEO|33|NASDAQ|2020|2|18|15|30|3323300|3.75|3.22|3.5|3.35|0.0||
ABEO|34|NASDAQ|2020|2|14|15|30|888100|3.2|3.02|3.17|3.09|1.0||
ABEO|35|NASDAQ|2020|2|13|15|30|1100700|3.17|2.96|3.09|3.17|1.0||
ABEO|36|NASDAQ|2020|2|12|15|30|2323900|3.45|2.92|3.17|3.24|1.0||
ABEO|37|NASDAQ|2020|2|11|15|30|3120900|3.38|2.93|3.16|2.99|0.0||
ABEO|38|NASDAQ|2020|2|10|15|30|3094800|2.94|2.6|2.93|2.6|0.0||
ABEO|39|NASDAQ|2020|2|7|15|30|600900|2.64|2.51|2.51|2.62|1.0||
ABEO|40|NASDAQ|2020|2|6|15|30|593100|2.71|2.55|2.64|2.66|1.0||
ABEO|41|NASDAQ|2020|2|5|15|30|2026800|2.76|2.46|2.64|2.48|1.0||
ABEO|42|NASDAQ|2020|2|4|15|30|1197200|2.44|2.21|2.42|2.24|1.0||
ABEO|43|NASDAQ|2020|2|3|15|30|1183000|2.26|2.16|2.19|2.2|1.0||
ABEO|44|NASDAQ|2020|1|31|15|30|1834700|2.38|2.15|2.17|2.38|1.0||
ABEO|45|NASDAQ|2020|1|30|15|30|778200|2.41|2.3|2.37|2.35|0.0||
ABEO|46|NASDAQ|2020|1|29|15|30|780400|2.53|2.37|2.38|2.48|0.0||
ABEO|47|NASDAQ|2020|1|28|15|30|871900|2.51|2.39|2.46|2.41|0.0||
ABEO|48|NASDAQ|2020|1|27|15|30|1995100|2.63|2.37|2.38|2.63|0.0||
ABEO|49|NASDAQ|2020|1|24|15|30|1103800|2.84|2.61|2.63|2.82|0.0||
ABEO|50|NASDAQ|2020|1|23|15|30|1298100|2.93|2.78|2.82|2.87|0.0||
ABEO|51|NASDAQ|2020|1|22|15|30|1202300|2.88|2.75|2.86|2.83|0.0||
ABEO|52|NASDAQ|2020|1|21|15|30|2923500|2.92|2.51|2.78|2.55|0.0||
ABEO|53|NASDAQ|2020|1|17|15|30|1362900|2.6|2.52|2.54|2.57|0.0||
ABEO|54|NASDAQ|2020|1|16|15|30|900300|2.77|2.54|2.54|2.67|0.0||
ABEO|55|NASDAQ|2020|1|15|15|30|1212700|2.7|2.52|2.64|2.58|0.0||
ABEO|56|NASDAQ|2020|1|14|15|30|1444300|2.62|2.3|2.58|2.4|0.0||
ABEO|57|NASDAQ|2020|1|13|15|30|1838400|2.63|2.34|2.36|2.55|0.0||
ABEO|58|NASDAQ|2020|1|10|15|30|1752200|2.63|2.54|2.54|2.62|0.0||
ABEO|59|NASDAQ|2020|1|9|15|30|2088300|2.85|2.53|2.61|2.57|0.0||
ABEO|60|NASDAQ|2020|1|8|15|30|1824600|2.72|2.5|2.62|2.54|0.0||
ABEO|61|NASDAQ|2020|1|7|15|30|2381500|2.8|2.55|2.57|2.8|0.0||
ABEO|62|NASDAQ|2020|1|6|15|30|2929100|2.88|2.62|2.77|2.88|0.0||
ABEO|63|NASDAQ|2020|1|3|15|30|3588600|3.21|2.89|2.9|3.2|0.0||
ABEO|64|NASDAQ|2020|1|2|15|30|1884500|3.6|3.17|3.21|3.59|0.0||
ABEO|65|NASDAQ|2019|12|31|15|30|1671400|3.52|3.2|3.27|3.49|0.0||
ABEO|66|NASDAQ|2019|12|30|15|30|1551100|3.52|3.21|3.49|3.39|0.0||
ABEO|67|NASDAQ|2019|12|27|15|30|1211000|3.67|3.38|3.42|3.6|0.0||
ABEO|68|NASDAQ|2019|12|26|15|30|1528100|3.95|3.55|3.6|3.65|0.0||
ABEO|69|NASDAQ|2019|12|24|15|30|1139300|3.69|3.5|3.6|3.67|0.0||
ABEO|70|NASDAQ|2019|12|23|15|30|4496000|3.75|3.2|3.63|3.31|0.0||
ABEO|71|NASDAQ|2019|12|20|15|30|14259800|3.46|2.81|3.12|2.95|0.0||
ABEO|72|NASDAQ|2019|12|19|15|30|2628100|5.19|4.0|5.0|4.01|0.0||
ABEO|73|NASDAQ|2019|12|18|15|30|660500|4.17|3.88|3.94|4.09|0.0||
ABEO|74|NASDAQ|2019|12|17|15|30|731700|4.26|3.92|4.13|4.26|0.0||
ABEO|75|NASDAQ|2019|12|16|15|30|1292100|4.34|3.53|4.22|3.68|0.0||
ABEO|76|NASDAQ|2019|12|13|15|30|714700|4.12|3.61|3.65|4.0|0.0||
ABEO|77|NASDAQ|2019|12|12|15|30|1606100|4.06|3.7|3.99|3.98|0.0||
ABEO|78|NASDAQ|2019|12|11|15|30|3380400|4.18|3.32|4.02|3.39|0.0||
ABEO|79|NASDAQ|2019|12|10|15|30|2155600|3.35|2.74|3.28|2.87|1.0||
ABEO|80|NASDAQ|2019|12|9|15|30|3711000|3.42|2.92|2.94|3.2|1.0||
ABEO|81|NASDAQ|2019|12|6|15|30|1665900|3.04|2.59|3.0|2.81|1.0||
ABEO|82|NASDAQ|2019|12|5|15|30|949100|3.09|2.75|2.76|2.92|1.0||
ABEO|83|NASDAQ|2019|12|4|15|30|1171700|3.29|2.91|2.99|3.26|0.0||
ABEO|84|NASDAQ|2019|12|3|15|30|1203400|3.84|3.17|3.25|3.72|0.0||
ABEO|85|NASDAQ|2019|12|2|15|30|626300|3.48|3.11|3.41|3.43|0.0||
ABEO|86|NASDAQ|2019|11|29|15|30|706600|3.8|3.32|3.37|3.51|0.0||
ABEO|87|NASDAQ|2019|11|27|15|30|1165400|3.51|2.95|3.4|2.95|0.0||
ABEO|88|NASDAQ|2019|11|26|15|30|1103600|3.2|2.78|2.93|3.04|0.0||
ABEO|89|NASDAQ|2019|11|25|15|30|891000|3.02|2.57|2.87|2.58|1.0||
